symbol,name,group,subgroup,summary,reference_url,analysis_date
3176.TWO,基亞,生技醫療,新藥開發,專注於癌症新藥開發、細胞治療及分子診斷技術。,http://www.medigen.com.tw/,2026-05-11
3178.TWO,公準,科技工業,精密機械,提供半導體設備、航太及醫療之精密零件加工，為艾司摩爾 (ASML) 供應鏈。,http://www.gongin.com.tw/,2026-05-11
3188.TWO,鑫龍騰,工程營造,營建開發,高雄地區知名建商，專注於住宅大樓開發與不動產買賣。,http://www.slth.com.tw/,2026-05-11
3189.TW,景碩,半導體,IC 載板,全球主要載板供應商，專注於 BT 載板與 ABF 載板，服務晶片封裝需求。,http://www.kinsus.com.tw/,2026-05-11
3191.TWO,雲嘉南,貿易百貨,便利商店,經營加盟體系之零售服務與通路開發。,http://www.yjn.com.tw/,2026-05-11
3205.TWO,佰研,生技醫療,保健食品,經營生技食品開發、有機連鎖門市「無毒的家」及化妝品代理。,http://www.bioly.com.tw/,2026-05-11
3206.TWO,志豐,電子零組件,聲學元件,專業電聲元件製造商，提供蜂鳴器、麥克風及揚聲器解決方案。,http://www.kingstate.com.tw/,2026-05-11
3207.TWO,耀勝,電子零組件,變壓器,生產各種高頻變壓器、電感及線圈，廣泛應用於顯示器與車用電子。,http://www.yahsin.com.tw/,2026-05-11
3209.TW,全科,電子零組件,電子通路,專業通訊電子零件代理商，產品涵蓋網路寬頻、光通訊及多媒體。,http://www.alltek.com/,2026-05-11
3211.TWO,順達,電子零組件,電池模組,全球筆電電池模組大廠，近期積極轉型開發儲能系統與輕型電動車電池。,http://www.dynapack.com.tw/,2026-05-11
3213.TWO,茂訊,電腦週邊,強固型電腦,經營強固型筆電製造與品牌電腦銷售通路（茂訊電腦）。,http://www.getac.com/,2026-05-11
3217.TWO,優群,電子零組件,連接器,專業連接器設計商，為筆電 DDR 與 M.2 連接器之市場領導者。,http://www.argosy.com.tw/,2026-05-11
3218.TWO,大學光,生技醫療,眼科連鎖,經營「大學眼科」與「大學眼鏡」連鎖，提供雷射近視手術與視力保健服務。,http://www.eyecenter.com.tw/,2026-05-11
3219.TWO,倚強科,半導體,測試介面,提供半導體測試治具與自動化測試設備整合方案。,http://www.e-strong.com.tw/,2026-05-11
3221.TWO,台嘉碩,電子零組件,頻率元件,專業 SAW (表面聲波) 濾波器與石英晶體商，應用於通訊與車載。,https://www.taisaw.com/,2026-05-11
3224.TWO,三顧,生技醫療,再生醫療,跨足電子零件通路與再生醫學，引進細胞層片技術，專注於軟骨修復。,http://www.3eye.com.tw/,2026-05-11
3226.TWO,龍鋒,車用零件,車用燈具,專業售後市場 (AM) 車燈製造商，產品出口至歐美等全球市場。,http://www.eagleeyes.com.tw/,2026-05-11
3227.TWO,原相,半導體,IC 設計,全球 CMOS 感測 IC 領導商，專精於電競滑鼠、穿戴裝置與手勢辨識。,http://www.pixart.com.tw/,2026-05-11
3228.TWO,金麗科,半導體,IC 設計,專注於 x86 相容處理器與系統單晶片 (SoC) 開發，應用於工業控制。,http://www.rdc.com.tw/,2026-05-11
3229.TW,晟鈦,電子零組件,PCB 製造,專業 PCB 樣品與小量生產製造商，並提供電子代工 (EMS) 服務。,http://www.shintai.com.tw/,2026-05-11
3230.TWO,錦明,科技工業,精密沖壓,提供液晶顯示器架、筆電轉軸及車用結構件之精密沖壓零件。,http://www.jin-ming.com.tw/,2026-05-11
3231.TW,緯創,電腦週邊,EMS 代工,全球資通訊代工大廠，受惠於 AI 伺服器垂直整合、車用與工業電腦。,https://www.wistron.com/,2026-05-11
3232.TWO,昱捷,電子零組件,半導體通路,代理日系電子零組件，並提供半導體封裝材料與表面處理技術。,http://www.yujet.com.tw/,2026-05-11
3234.TWO,光環,通訊網路,光主動元件,提供光纖通訊關鍵晶片與組件，深耕數據中心與 FTTH 接入網市場。,http://www.trueoptic.com.tw/,2026-05-11
3236.TWO,千如,電子零組件,電感器,專業被動元件製造商，產品包括電感、濾波器，應用於通訊與車電。,http://www.abc-ir.com/,2026-05-11
3252.TWO,海灣,觀光餐飲,飯店經營,經營連鎖飯店與房地產開發，代表品牌包括台中海灣藝術酒店。,http://www.hione.com.tw/,2026-05-11
3257.TW,虹冠電,半導體,IC 設計,專注於電源管理 IC (PWM) 研發，產品應用於高效率電源供應器。,http://www.champion-micro.com/,2026-05-11
3259.TWO,鑫創,半導體,IC 設計,專精於微機電 (MEMS) 麥克風與快閃記憶體控制 IC 開發。,http://www.solidstatememory.com/,2026-05-11
3260.TWO,威剛,電腦週邊,記憶體模組,全球主要記憶體品牌商，產品包含 DRAM、SSD 及電競品牌 XPG。,https://www.adata.com/,2026-05-11
3264.TWO,欣銓,半導體,晶圓測試,專業半導體測試大廠，深耕車用 IC、微控制器 (MCU) 與通訊晶片測試。,http://www.arith.com.tw/,2026-05-11
3265.TWO,台星科,半導體,封裝測試,專注於晶圓凸塊 (Bumping) 與高階封測，為矽格集團旗下成員。,http://www.wafertek.com.tw/,2026-05-11
3266.TW,昇陽,工程營造,營建開發,知名豪宅品牌建商，專注於精緻住宅開發與都市更新計畫。,http://www.sunty.com.tw/,2026-05-11
3268.TWO,海德威,電子零組件,電子通路,代理銷售 MCU、面板驅動 IC 及各種主動零件，並提供技術整合服務。,http://www.hidow.com.tw/,2026-05-11
3272.TWO,東碩,電腦週邊,擴充底座,全球領先的擴充底座 (Docking Station) 設計商，專精於高速傳輸介面。,http://www.goodway.com.tw/,2026-05-11
3276.TWO,宇環,電子零組件,PCB 製造,志超集團旗下，專注於多層印刷電路板 (PCB) 生產，應用於消費電子與光電產品。,http://www.uniflex.com.tw/,2026-05-11
3284.TWO,太普高,科技工業,印刷材料,專業感光版材 (CTP) 製造商，為印刷產業上游關鍵耗材供應商。,http://www.tophigh.com.tw/,2026-05-11
3285.TWO,微端,電腦週邊,液晶模組,提供液晶顯示模組 (LCM) 與人機介面整合方案，深耕醫療及工控市場。,http://www.microtips.com.tw/,2026-05-11
3287.TWO,廣寰科,電腦週邊,電競周邊,經營電競耳機、滑鼠及多媒體影音產品，以 Kworld 品牌行銷全球。,http://www.kworld-global.com/,2026-05-11
3288.TWO,點晶,半導體,IC 設計,專注於 LED 驅動 IC 及混合訊號處理技術，應用於照明與顯示看板。,http://www.siti.com.tw/,2026-05-11
3289.TWO,宜特,半導體,驗證測試,亞洲領先的晶片驗證實驗室，提供可靠度分析、失效分析及車用電子認證服務。,https://www.istgroup.com/,2026-05-11
3290.TWO,東浦,電子零組件,精密模具,專業精密塑膠模具及射出成型廠商，產品涵蓋通訊、車用及消費性電子機構件。,http://www.tong-pau.com.tw/,2026-05-11
3293.TWO,鈊象,資訊服務,遊戲開發,台灣遊戲股王，專精於商用遊戲機與線上博弈手遊（如明星三缺一），具高獲利能力。,http://www.igs.com.tw/,2026-05-11
3294.TWO,英濟,電子零組件,機構件製造,提供高階精密模具與射出成型服務，並跨足擴增實境 (AR) 光學零組件研發。,http://www.megaforce.com.tw/,2026-05-11
3296.TW,勝德,電子零組件,電源保護,專業電源保護裝置 (Surge Protector) 製造商，專注於智慧家庭電力管理。,http://www.stps.com.tw/,2026-05-11
3297.TWO,杭特,通訊網路,安全監育,專業網路攝影機 (IP Camera) 與視訊監控系統商，提供整合型安防方案。,http://www.hunter.com.tw/,2026-05-11
3303.TWO,岱稜,科技工業,燙金材料,全球前三大真空蒸鍍燙金箔供應商，產品廣泛應用於包裝、標籤及室內建材。,https://www.univacco.com.tw/,2026-05-11
3305.TW,昇貿,電子零組件,銲錫材料,全球主要銲錫供應商，提供無鉛錫膏、低溫錫膏，受惠於電子製程環保趨勢。,http://www.shenmao.com/,2026-05-11
3306.TWO,鼎天,通訊網路,GPS 設備,廣達集團旗下，專注於衛星定位系統 (GPS) 模組、車載通訊及導航技術。,http://www.a-track.com.tw/,2026-05-11
3308.TW,聯德,電子零組件,電源供應器,專業開關電源供應器製造商，產品應用於資訊、通訊及醫療產業。,http://www.bestec.com.tw/,2026-05-11
3310.TWO,佳穎,科技工業,精密沖壓,提供車用連接器、導線架及精密沖壓零組件，並跨足地產開發業務。,http://www.jpp.com.tw/,2026-05-11
3311.TW,閎暉,電腦週邊,機構件製造,鴻海集團成員，轉型車用觸控模組、內裝機構件及穿戴式電子產品開發。,http://www.ichia.com/,2026-05-11
3312.TW,弘憶股,電子零組件,電子通路,專業半導體通路商，代理多家國際大廠零件，並積極布局 AI 雲端租賃服務。,http://www.gmv.com.tw/,2026-05-11
3313.TWO,斐成,電子零組件,被動元件,經營電子零組件通路與不動產建設，產品包括電容器、電感等被動元件。,http://www.ftech.com.tw/,2026-05-11
3317.TWO,尼克森,半導體,功率元件,專業功率半導體 (MOSFET) IC 設計商，產品應用於主機板、筆電及伺服器。,http://www.niko-sem.com/,2026-05-11
3321.TW,同泰,電子零組件,軟性電路板,欣興集團旗下，生產各類軟式印刷電路板 (FPC)，應用於手機、載板及車載顯示。,http://www.ttpc.com.tw/,2026-05-11
3322.TWO,建舜電,電子零組件,連接線材,專業連接線與連接器製造商，專注於高速傳輸線材及天線產品研發。,http://www.jce.com.tw/,2026-05-11
3323.TWO,加百裕,電子零組件,電池模組,提供筆電、電動工具及二輪電動車電池組，並布局儲能系統 (ESS)。,http://www.celxpert.com.tw/,2026-05-11
3324.TWO,雙鴻,電子零組件,散熱方案,全球散熱模組巨頭，專精於 VC 均熱板與液冷技術，應用於 AI 伺服器與高階顯卡。,http://www.auras.com.tw/,2026-05-11
3325.TWO,旭品,電腦週邊,機殼製造,專業電腦機殼與散熱產品製造商，產品跨足水處理設備及醫療器材代工。,http://www.archm.com.tw/,2026-05-11
3332.TWO,幸康,電子零組件,電源轉換器,專注於 DC-DC 電源轉換器研發，深耕鐵路、醫療、工控及通訊高階電源。,http://www.cincon.com.tw/,2026-05-11
3338.TW,泰碩,電子零組件,散熱元件,提供散熱器、導熱管及連接器產品，廣泛應用於通訊基站、車用及伺服器。,http://www.teksun.com.tw/,2026-05-11
3339.TWO,泰谷,電子零組件,LED 晶粒,專業 LED 磊晶片與晶粒製造商，主要應用於照明、背光及感測器市場。,http://www.tekcore.com.tw/,2026-05-11
3346.TW,麗清,車用零件,LED 車燈,專業車用 LED 燈具模組商，打入多家國際車廠鏈，受益於車燈電子化趨勢。,http://www.li-cheng.com.tw/,2026-05-11
3349.TWO,寶德,電腦週邊,滑鼠鍵盤,專業電競及辦公用輸入設備代工商，具備無線傳輸與低功耗技術。,http://www.btl-group.com.tw/,2026-05-11
3354.TWO,律勝,電子零組件,軟板材料,專業軟式印刷電路板材料 (FCCL) 製造商，並發展聚醯亞胺 (PI) 薄膜技術。,http://www.microcosm.com.tw/,2026-05-11
3356.TW,奇偶,通訊網路,安全監控,以「GeoVision」品牌行銷全球，提供整合 AI 影像辨識之智慧監控系統。,http://www.geovision.com.tw/,2026-05-11
3357.TWO,臺慶科,電子零組件,電感元件,專業電感與濾波器製造商，產品切入車用電子、伺服器及 5G 通訊領域。,http://www.tai-tech.com.tw/,2026-05-11
3360.TWO,尚立,電子零組件,電子通路,專業半導體通路商，主要代理索尼 (Sony) CMOS 感測器及其相關影像元件。,http://www.sunnic.com.tw/,2026-05-11
3362.TWO,先進光,光學元件,鏡頭模組,大立光子公司，專精於筆電、平板及車用鏡頭，近期積極開發塑膠與玻璃混合鏡片。,http://www.aoet.com.tw/,2026-05-11
3363.TWO,上詮,通訊網路,光纖連結,矽光子指標廠商，專注於光纖連結器與 CPO 封裝技術，為雲端中心關鍵供應商。,http://www.foci.com.tw/,2026-05-11
3372.TWO,典範,半導體,封裝測試,專業半導體後段封裝測試服務商，專注於記憶體晶片與邏輯 IC 封測。,http://www.gem.com.tw/,2026-05-11
3373.TWO,熱映,科技工業,精密量測,專注於紅外線量測技術，產品包括額溫槍、工業測溫儀及氣體偵測設備。,http://www.radiantek.com.tw/,2026-05-11
3374.TWO,精材,半導體,封裝測試,台積電旗下，專注於晶圓級封裝 (WLP) 與 3D 堆疊封裝，受惠於 CMOS 感測器需求。,https://www.xintec.com.tw/,2026-05-11
3376.TW,新日興,電子零組件,精密轉軸,全球筆電轉軸與穿戴裝置機構件領導廠商，近期切入摺疊手機轉軸鏈。,http://www.szs.com.tw/,2026-05-11
3379.TWO,彬台,科技工業,自動化設備,提供食品、飲料及化學工業之整廠自動化包裝與輸送設備解決方案。,http://www.bintai.com.tw/,2026-05-11
3380.TW,明泰,通訊網路,網通設備,佳世達集團旗下，專注於網路交換機、寬頻設備及 5G 固定無線接入 (FWA) 研發。,https://www.alphanetworks.com/,2026-05-11
3388.TWO,崇越電,化學工業,矽利康代理,專業材料通路商，代理銷售大越化學 (Shin-Etsu) 矽利康材料，應用於車用與醫療。,http://www.topco-global.com/,2026-05-11
3390.TWO,旭軟,電子零組件,軟性電路板,專業軟式印刷電路板 (FPC) 製造商，專注於車載面板、醫療與穿戴裝置應用。,http://www.flexium.com.tw/,2026-05-11
3402.TWO,漢科,半導體,工程維修,專業半導體廠房管路與化學供應系統設備商，為廠務工程之關鍵合作夥伴。,http://www.actherm.com.tw/,2026-05-11
3406.TW,玉晶光,光學元件,鏡頭模組,全球光學鏡頭領導者，為蘋果供應鏈成員，專精於手機、VR/AR 之高階光學鏡頭。,http://www.gseo.com/,2026-05-11
3413.TW,京鼎,半導體,設備代工,鴻海集團旗下，專業半導體製程設備製造商，為美商應用材料 (Applied Materials) 之重要夥伴。,http://www.foxsemicon.com/,2026-05-11
3416.TW,融程電,電腦週邊,強固型平板,全球強固型工業電腦領導商，專注於石化、交通運輸及軍工等極端環境應用。,https://www.winmate.com/,2026-05-11
3419.TW,譁裕,通訊網路,射頻天線,專業天線製造商，產品涵蓋基地台、網通產品及車載天線解決方案。,http://www.whayu.com/,2026-05-11
3426.TWO,台興,電子零組件,電磁閥組,專業電磁閥與電磁鐵製造商，應用於工業設備、水系統控制與汽車零組件。,http://www.tai-shing.com.tw/,2026-05-11
3430.TWO,奇鈦科,化學工業,特用化學品,提供特種添加劑與光引發劑，專注於環保塗料、電子材料及醫藥中間體。,http://www.chitec.com/,2026-05-11
3432.TW,台端,電子零組件,連接器,專業連接器商，產品應用於消費性電子，近期跨足投資與轉型發展。,http://www.tailyn.com.tw/,2026-05-11
3434.TWO,哲固,通訊網路,安全監控,專業視訊傳輸與監控設備商，專注於高解析度視訊模組與工業顯示技術。,http://www.tme.com.tw/,2026-05-11
3437.TW,榮創,電子零組件,LED 封裝,鴻海集團成員，專注於背光與照明 LED 封裝技術，並布局 Micro LED 開發。,http://www.aoti.com.tw/,2026-05-11
3438.TWO,類比科,半導體,IC 設計,專業電源管理 IC (PMIC) 設計商，專精於面板顯示驅動相關之電源晶片。,http://www.aati.com.tw/,2026-05-11
3441.TWO,聯一光電,光學元件,玻璃毛胚,提供光學玻璃毛胚與精密成型加工，應用於數位相機、投影機與車載鏡頭。,http://www.link-all.com.tw/,2026-05-11
